X,y
1.64373629133578,1.1085499328399098
2.151587519468295,1.5896220800171907
-2.434935912674103,3.4502318700897443
1.5668382119421178,2.331705739848949
-2.2313182039467248,-0.9763745030661972
-0.7752118546045126,2.583878348235452
0.8631907204839875,2.5878939059352066
-0.33951480703601344,1.0520858102816881
0.3275087220950086,3.8164774827917287
1.9657870319554922,1.24886353619057
1.5485264405122425,1.456693835942343
2.824188146369419,3.1168187961019735
1.670300982442571,2.726479303046841
-0.19967397763779493,3.4772529510699
-2.0742630475947132,-0.29075185156360783
1.468572935446903,4.948633645559358
-1.0450478511710883,-0.4808433263255426
-0.1826651323451527,1.5146795375457776
-2.22047096798717,-0.7335394225893616
-1.6385439056946953,-0.5052276193492296
-0.3770884867660156,1.6121767799204392
1.2015906120134945,1.6492791722657458
1.9935588083712066,2.384516634680713
-0.6751297258189535,0.0518440264184217
1.0949730238498532,3.076706267619249
-1.80055078514935,3.1613708431534544
1.7215462650128304,1.409996775062514
1.2309922717580104,2.4363215819720003
-0.24650534676996028,-0.1874485127606021
-2.1612180112340553,1.8636401674982697
1.01041777074283,0.9710134436192536
0.39141663888713296,1.7783060083318276
0.8083099200035448,0.7678805786748539
0.35524296447248105,1.17501691160945
-2.815092992592364,-0.23943251639429255
-1.7124919630828248,-0.9231116184749936
2.120418439608997,2.0674694920400567
-2.650183549865604,0.2403516777118657
-1.2384374533998983,-0.5621834817658454
0.34219291404767027,1.750519476186822
0.985881241964325,1.071859029721904
1.8841223079962077,3.119717317505261
-2.8637275611968374,2.612572208879782
1.3341561035787013,1.0375740859857885
-2.0323693257983892,-0.9993878052463961
-2.0861273837209895,-0.12890949461820497
-0.3230623465558158,-0.07577355844597848
-1.1909274651127408,-0.8062798788062207
-0.8291243366796577,2.416076177558365
-2.291964587276908,3.0287551907954446
2.451484144245642,1.3011237493446153
-1.4047802312428825,2.869050323873157
1.6725054237947674,1.7761481342516314
-0.30383098713726797,0.6773414438650364
-2.4216542270790042,2.2393336011379747
-0.2653422609983336,1.3652028329910102
-1.164260255096085,-0.7693405647658661
-1.9393633023646097,1.488349030807134
1.5511171790112606,1.832479559358796
-0.4074417613493777,-0.2522118573483386
0.5045878134764132,0.994340977723857
-2.4933340731606655,-0.5093569065864861
-2.750314956828645,-0.269260628763221
-1.0208327260032881,1.4603291058462862
-2.37958219366469,-0.5652227800289638
-1.9764421887786834,2.369117936532147
0.48636683820237003,1.0845978088434498
0.5454929488885005,4.825428233529248
2.7513552794486724,0.3929830976095464
1.696411363501717,4.142196412734158
-0.0800500149710377,0.029213946039653105
2.626958729849897,0.5002585622167383
-0.15906359365827694,0.852319494897306
-1.0105860159446869,-0.8420373948203828
-0.36653123816971966,3.7924016178327866
1.957751545166147,3.667705909508163
-2.1585054660083354,-0.9386115060071883
-2.3485455531873387,-0.3857933085870648
-1.31259729696595,-0.6211094402113571
1.3619676857212957,2.2314934450154134
-2.3535543242646204,2.376895042826847
-1.618716054630715,3.0466396240117755
0.32911481634890016,0.733703839786453
1.9787384587944787,2.5320715146003323
-1.097166643063708,2.8369737774272634
-1.2544929711592883,-0.9870186855111593
-1.4642094565943835,2.399650530553478
-2.0123530945078913,2.842359284758608
-0.38941763998177237,4.04607392049751
2.350063597529484,1.790009864237548
2.3447549452711494,3.60793912041611
0.11315016231869457,0.6085931026756484
1.6320745926659281,1.4691755328996807
-0.7580536267577394,2.5324891326547596
1.4807376680941555,2.033905550323515
2.6208789032026756,1.8485532423939384
-2.263452405531084,1.2130402437312773
-2.0802941002530355,1.0367268631298256
0.5962967491250613,3.081244868189663
-1.8213920057125605,-0.33821767149389553
1.6644290294470654,4.924834594391785
0.004447117214053886,2.33003903485775
-2.9163822737507905,1.0070803649488296
-2.2090666932808736,-0.16844208562248514
-2.2690049722288133,-0.6567450567301962
1.165574613857319,1.0741064334903427
-1.8013460900396543,0.6626853060966361
1.2924427776948102,2.03494607372289
-2.2136534906561205,1.7168480981953516
2.565375306039046,0.827234763550828
-1.1943078493143615,-1.1107561789542477
0.9771852765814946,4.532031423985704
-1.28132263870767,2.0908441867000214
-2.850843051682462,-0.38133369937750305
0.8038506700865105,3.652123191253328
-2.157962417616524,-0.6252306386307629
2.79739147285909,0.43153189346213905
2.598139329601267,2.0342847256286434
-0.1957103906682507,0.9687076996351445
-2.8929792961380736,2.4494217373192617
1.976571689296418,2.7466450253661256
-1.6041555482013978,-0.9389133869242151
0.6360949242000657,2.972276308726878
0.618642944032354,0.7640253171792336
-0.754895739556904,-0.7424261981524349
0.9115861534798451,3.191632464482035
-0.27661870754220175,0.8813712300811845
-1.5800258220145131,0.08084699581317477
1.899412580543462,3.830067539546895
-2.600646858268931,-0.31996355250295744
-2.12296053484381,1.1127643374651404
-1.1379919564555534,1.3062592572211973
2.5258228349247016,2.681011172485883
-1.2916795059723867,1.3613007995698974
-2.3070596180078704,3.289388033867436
