X,y
1.243773663803545,0
1.600360956645166,0
-0.5608281509230693,0
1.1022723225338282,0
0.986559073996569,0
1.703518379890263,0
1.0528245580489728,0
1.3740074738016366,0
1.295000627265999,0
1.702760241045818,0
0.8521101091637915,0
1.9780330709392242,0
0.6573377422695141,0
1.425847348442679,0
1.3301860892767907,0
2.713318080696369,0
0.5902058167427702,0
1.4927835380603964,0
0.9088420338761,0
0.34041502744700836,0
1.594603336962754,0
0.4675922341690445,0
1.0933486473125826,0
1.697143022358552,0
1.543130850457516,0
1.2312955189519874,0
-0.1657246558845331,0
0.6237018765657636,0
0.779886199018653,0
0.3073351074454054,0
-0.3462958172926438,0
1.1302024520840044,0
1.5689812638342842,0
0.72101994220125,0
1.6863807050057231,0
-0.020549058670337628,0
0.26443817119871094,0
1.1139405888564522,0
0.6581978829307726,0
1.5004723151738695,0
1.365420190045929,0
0.7095569227479426,0
0.043328283528768274,0
0.6244781278378209,0
1.3845973271247272,0
1.532308087178229,0
0.6613613503646769,0
-0.3498675471664239,0
-0.05815968988352194,0
1.3198193813787493,0
0.6974699567684882,0
0.7149888231508592,0
0.25310585599209834,0
0.23998235607153495,0
1.6722465099659165,0
1.3475389148366859,0
0.5246800354425645,0
1.0577036061710956,0
1.1861409690837632,0
2.281423113056732,0
0.181202005902508,0
1.1759973471774121,0
1.668088996731663,0
2.17064231297565,0
0.4881987738002018,0
0.6881521574753856,0
1.5081207574515236,0
-0.1766450356021263,0
1.2508110779601562,0
2.5973847133534296,0
1.3315275466207972,0
-0.7056370245850474,0
0.3496471237517391,0
0.5103225607521535,0
1.852784184630115,0
0.8730921303690493,0
-0.33974635576348566,0
0.9569739593453436,0
1.1042196171783087,0
0.6005635211686784,0
0.22790659021410242,0
2.7027757859481314,0
1.670791362989076,0
1.7452584102993953,0
0.8746896818735277,0
0.4761698436564876,0
0.6360132157273759,0
-0.02235005945569557,0
2.2632730051283483,0
0.905089339112094,0
2.04480139336546,0
0.6712582153330102,0
1.3430051507692908,0
1.1465875497775249,0
-0.09452735939653212,0
2.378932576626638,0
0.6934501430912098,0
0.11436345436520956,0
1.5146614357512356,0
0.995902506623943,0
1.2700596390391468,0
1.0724679255213965,0
-0.640137680824818,0
0.325415783765703,0
0.29747810645699935,0
1.7327220338848104,0
1.0245051940755339,0
0.7378615245104313,0
1.4304923496031408,0
0.8763954566000796,0
0.8209129464956004,0
1.1412586867629688,0
1.0723918253022995,0
3.0139792300271364,0
0.31740531955294393,0
-0.1707536014696025,0
1.2524840028722724,0
0.4167329298051131,0
-0.7178312237909239,0
0.1500684705123495,0
2.6231392218324117,1
1.7422716086433687,1
5.629247112028298,1
2.4032144215453606,1
6.405067169240407,1
3.1317510432119695,1
5.228697644405592,1
3.25472215405789,1
3.9347660744666184,1
3.366177035483959,1
3.261826256025335,1
3.732169889626256,1
3.971538522545139,1
3.655429327668466,1
3.553155347577867,1
2.7784419664571525,1
3.4027134015865106,1
5.073354902475242,1
2.7369427903052324,1
4.691142953088865,1
3.9801434033916108,1
4.42743848155818,1
2.389569315585522,1
3.7637172043565195,1
3.207828814196445,1
3.2480226217931145,1
4.971491972993157,1
3.2631497354903156,1
3.7959939896870996,1
1.7432782175214174,1
5.2273502141641845,1
4.363828013698188,1
3.4386756541711527,1
3.1655438276441235,1
4.082655241987707,1
4.677411888977693,1
5.243934526167792,1
4.327988176797059,1
3.5665458158592047,1
4.489583934594853,1
4.282350342417661,1
4.671247093467319,1
5.320646157646801,1
1.9279597443467593,1
2.327992807405184,1
5.011228433276722,1
2.8010695714212535,1
3.532782092876261,1
2.828859722603419,1
4.655312036106697,1
1.2087104914019,1
3.572033573232578,1
5.116209681651207,1
2.908896574808894,1
1.9184056005460577,1
3.8683566127006586,1
2.9290563384782056,1
4.5684715559890385,1
3.734400892698696,1
2.636654735260618,1
3.347477467547641,1
4.499824246910294,1
3.3749909696804226,1
2.7564117711874356,1
3.7023061918311937,1
3.5114260555606593,1
4.3567939825665265,1
4.054116501324093,1
3.294838311133956,1
5.104254361517141,1
3.6078804443430332,1
1.8977404589410747,1
1.8987220628811463,1
3.9396366060169936,1
3.7762741793285537,1
1.189896563367356,1
3.028223966361664,1
4.20195362622127,1
4.260133085375854,1
4.0300647056014665,1
3.3203885861685416,1
4.320528475417419,1
4.021167255732113,1
3.3824578326718697,1
1.506939628945844,1
2.0178146025571793,1
2.8217355598448233,1
3.215115933617425,1
4.589217496710793,1
3.4308620652738604,1
3.5921266584341094,1
2.9055996478012647,1
2.6118661462663475,1
4.303585019378602,1
2.11781848462296,1
2.4594560608424656,1
3.3689133493122734,1
4.428296991568485,1
2.9660997616264453,1
2.8457167233124445,1
3.3107556590635943,1
3.861921853928844,1
3.1572138491356205,1
4.567222416571983,1
4.614592444577377,1
3.368862469796655,1
5.4510125601262995,1
3.5693811351327787,1
4.576240157466385,1
3.833070372618255,1
3.8139082114575538,1
1.910432506691031,1
2.382615887010392,1
3.2068084133512382,1
4.605993369907298,1
3.847708452450957,1
3.215636161959905,1
4.1191711169753935,1
4.5638515327343585,1
3.5063390623622683,1
